asctb_table,record_number,as_label,as,cell_label,cell_id,matched_genes,matched_gene_count,gene_symbols,hgnc_ids,references
allen-brain,367,amygdaloid complex,https://purl.org/ccf/ASCTB-TEMP_amygdaloid-complex,MSN_220 direct pathway medium spiny neuron (Hsap),PCL:0051221,PCSK6,1,MKX; ISL1; PCSK6,HGNC:23729; HGNC:6132; HGNC:8569,https://doi.org/10.1101/2022.10.12.511898
allen-brain,354,basal forebrain,http://purl.obolibrary.org/obo/UBERON_0002743,MSN_207 indirect pathway medium spiny neuron (Hsap),PCL:0051208,MME,1,DRD2; LINC01378; MME,HGNC:3023; HGNC:50645; HGNC:7154,https://doi.org/10.1101/2022.10.12.511898
allen-brain,363,brain,http://purl.obolibrary.org/obo/UBERON_0000955,MSN_216 indirect pathway medium spiny neuron (Hsap),PCL:0051217,EYA2,1,DRD2; EYA2; PENK; CTC-340A15.2; RP11-97F8.2,HGNC:3023; HGNC:3520; HGNC:8831; ASCTB-TEMP:ctc-340a15-2; ASCTB-TEMP:rp11-97f8-2,https://doi.org/10.1101/2022.10.12.511898
allen-brain,365,gray matter of forebrain,http://purl.obolibrary.org/obo/UBERON_0019264,MSN_218 medium spiny neuron (Hsap),PCL:0051219,MME,1,DRD3; MME; RP11-142I20.2,HGNC:3024; HGNC:7154; ASCTB-TEMP:rp11-142i20-2,https://doi.org/10.1101/2022.10.12.511898
allen-brain,353,hippocampal formation,http://purl.obolibrary.org/obo/UBERON_0002421,MSN_206 medium spiny neuron (Hsap),PCL:0051207,EBF1,1,EBF1; GLI3; AC002066.1; RP11-640F22.1,HGNC:3126; HGNC:4319; ASCTB-TEMP:ac002066-1; ASCTB-TEMP:rp11-640f22-1,https://doi.org/10.1101/2022.10.12.511898
allen-brain,374,gray matter of forebrain,http://purl.obolibrary.org/obo/UBERON_0019264,EMSN_227 medium spiny neuron (Hsap),PCL:0051228,ONECUT2,1,XACT; NPFFR2; ONECUT2; FAM160A1,HGNC:45056; HGNC:4525; HGNC:8139; ASCTB-TEMP:fam160a1,https://doi.org/10.1101/2022.10.12.511898
allen-brain,418,gray matter of forebrain,http://purl.obolibrary.org/obo/UBERON_0019264,LLC_271 interneuron (Hsap),PCL:0051272,ADGRG6,1,SFRP1; ADGRG6; RP11-563D10.1,HGNC:10776; HGNC:13841; ASCTB-TEMP:rp11-563d10-1,https://doi.org/10.1101/2022.10.12.511898
allen-brain,419,gray matter of forebrain,http://purl.obolibrary.org/obo/UBERON_0019264,LLC_272 interneuron (Hsap),PCL:0051273,PDGFD,1,SFRP1; LAMP5; FREM2; PDGFD,HGNC:10776; HGNC:16097; HGNC:25396; HGNC:30620,https://doi.org/10.1101/2022.10.12.511898
allen-brain,405,gray matter of forebrain,http://purl.obolibrary.org/obo/UBERON_0019264,MGE_258 sst GABAergic cortical interneuron (Hsap),PCL:0051259,PAWR,1,SST; WNT16; PAWR,HGNC:11329; HGNC:16267; HGNC:8614,https://doi.org/10.1101/2022.10.12.511898
allen-brain,423,gray matter of forebrain,http://purl.obolibrary.org/obo/UBERON_0019264,CGE_276 VIP GABAergic cortical interneuron (Hsap),PCL:0051277,SVEP1,1,VIP; SVEP1,HGNC:12693; HGNC:15985,https://doi.org/10.1101/2022.10.12.511898
allen-brain,425,gray matter of forebrain,http://purl.obolibrary.org/obo/UBERON_0019264,CGE_278 caudal ganglionic eminence derived cortical interneuron (Hsap),PCL:0051279,CHRNA7,1,DDR2; WIF1; CHRNA7,HGNC:2731; HGNC:18081; HGNC:1960,https://doi.org/10.1101/2022.10.12.511898
allen-brain,416,gray matter of forebrain,http://purl.obolibrary.org/obo/UBERON_0019264,LLC_269 interneuron (Hsap),PCL:0051270,CHST9,1,ISM1; IFI44; CHST9,HGNC:16213; HGNC:16938; HGNC:19898,https://doi.org/10.1101/2022.10.12.511898
allen-brain,408,cerebral cortex,http://purl.obolibrary.org/obo/UBERON_0000956,MGE_261 pvalb GABAergic cortical interneuron (Hsap),PCL:0051262,ADAMTS17,1,ADAMTS17; CEMIP; PVALB; AC133680.1,HGNC:17109; HGNC:29213; HGNC:9704; ASCTB-TEMP:ac133680-1,https://doi.org/10.1101/2022.10.12.511898
allen-brain,410,cerebral cortex,http://purl.obolibrary.org/obo/UBERON_0000956,MGE_263 medial ganglionic eminence derived interneuron (Hsap),PCL:0051264,SULF1,1,SULF1; PVALB; AC133680.1; RP11-875G18.1,HGNC:20391; HGNC:9704; ASCTB-TEMP:ac133680-1; ASCTB-TEMP:rp11-875g18-1,https://doi.org/10.1101/2022.10.12.511898
allen-brain,407,gray matter of forebrain,http://purl.obolibrary.org/obo/UBERON_0019264,MGE_260 pvalb GABAergic cortical interneuron (Hsap),PCL:0051261,IQGAP2,1,TAFA4; CTXND1; IQGAP2,HGNC:21591; HGNC:50507; HGNC:6111,https://doi.org/10.1101/2022.10.12.511898
allen-brain,428,gray matter of forebrain,http://purl.obolibrary.org/obo/UBERON_0019264,CGE_281 VIP GABAergic cortical interneuron (Hsap),PCL:0051282,EDNRA,1,EDNRA; HTR3A,HGNC:3179; HGNC:5297,https://doi.org/10.1101/2022.10.12.511898
allen-brain,267,cerebral cortex,http://purl.obolibrary.org/obo/UBERON_0000956,ULIT_120 intratelencephalic-projecting glutamatergic cortical neuron (Hsap),PCL:0051121,TRPC6,1,SEMA3C; TRPC6; GLP2R; LINC01378,HGNC:10725; HGNC:12338; HGNC:4325; HGNC:50645,https://doi.org/10.1101/2022.10.12.511898
allen-brain,258,hippocampal formation,http://purl.obolibrary.org/obo/UBERON_0002421,DLCT6b_111 glutamatergic neuron (Hsap),PCL:0051112,SULF1,1,FBXL21P; GABRQ; SULF1; TMEM233,HGNC:13600; HGNC:14454; HGNC:20391; HGNC:37219,https://doi.org/10.1101/2022.10.12.511898
allen-brain,264,gray matter of forebrain,http://purl.obolibrary.org/obo/UBERON_0019264,L5ET_117 von Economo neuron (Hsap),PCL:0051118,LRP2,1,GABRQ; LRP2; RP11-622O11.6,HGNC:14454; HGNC:6694; ASCTB-TEMP:rp11-622o11-6,https://doi.org/10.1101/2022.10.12.511898
allen-brain,249,gray matter of forebrain,http://purl.obolibrary.org/obo/UBERON_0019264,DLCT6b_102 glutamatergic neuron (Hsap),PCL:0051103,ADAMTSL1,1,ADAMTSL1; LINC01821; AC064875.2; RP11-467L24.1,HGNC:14632; HGNC:52626; ASCTB-TEMP:ac064875-2; ASCTB-TEMP:rp11-467l24-1,https://doi.org/10.1101/2022.10.12.511898
allen-brain,265,brain,http://purl.obolibrary.org/obo/UBERON_0000955,L5ET_118 L5 extratelencephalic projecting glutamatergic cortical neuron (Hsap),PCL:0051119,LRP2,1,CSN1S1; LRP2; RP4-678D15.1,HGNC:2445; HGNC:6694; ASCTB-TEMP:rp4-678d15-1,https://doi.org/10.1101/2022.10.12.511898
allen-brain,259,cerebral cortex,http://purl.obolibrary.org/obo/UBERON_0000956,DLCT6b_112 glutamatergic neuron (Hsap),PCL:0051113,SULF1,1,SULF1; MSC-AS1; RP11-467L24.1,HGNC:20391; HGNC:48724; ASCTB-TEMP:rp11-467l24-1,https://doi.org/10.1101/2022.10.12.511898
allen-brain,275,cerebral cortex,http://purl.obolibrary.org/obo/UBERON_0000956,ULIT_128 intratelencephalic-projecting glutamatergic cortical neuron (Hsap),PCL:0051129,LAMA2,1,COL5A2; LINC02055; LAMA2; RP11-387P12.1,HGNC:2210; HGNC:52895; HGNC:6482; ASCTB-TEMP:rp11-387p12-1,https://doi.org/10.1101/2022.10.12.511898
allen-brain,252,gray matter of forebrain,http://purl.obolibrary.org/obo/UBERON_0019264,DLCT6b_105 glutamatergic neuron (Hsap),PCL:0051106,CCN2,1,CCN2; LINC01680; RP4-736H5.3,HGNC:2500; HGNC:52467; ASCTB-TEMP:rp4-736h5-3,https://doi.org/10.1101/2022.10.12.511898
allen-brain,269,cerebral cortex,http://purl.obolibrary.org/obo/UBERON_0000956,ULIT_122 intratelencephalic-projecting glutamatergic cortical neuron (Hsap),PCL:0051123,PDGFD,1,PDGFD; LINC00507; LINC01500,HGNC:30620; HGNC:43558; HGNC:51166,https://doi.org/10.1101/2022.10.12.511898
allen-brain,270,cerebral cortex,http://purl.obolibrary.org/obo/UBERON_0000956,ULIT_123 intratelencephalic-projecting glutamatergic cortical neuron (Hsap),PCL:0051124,PDGFD,1,PDGFD; LINC02263; LINC02306; RP11-191L9.4,HGNC:30620; HGNC:53175; HGNC:53225; ASCTB-TEMP:rp11-191l9-4,https://doi.org/10.1101/2022.10.12.511898
allen-brain,253,cerebral cortex,http://purl.obolibrary.org/obo/UBERON_0000956,DLCT6b_106 glutamatergic neuron (Hsap),PCL:0051107,EDNRA,1,EDNRA; CTD-2050E21.1; RP11-81D17.1,HGNC:3179; ASCTB-TEMP:ctd-2050e21-1; ASCTB-TEMP:rp11-81d17-1,https://doi.org/10.1101/2022.10.12.511898
allen-brain,324,brain,http://purl.obolibrary.org/obo/UBERON_0000955,Misc_177 neuron (Hsap),PCL:0051178,COBLL1,1,VIPR2; CALCRL; COBLL1; CTC-535M15.2; RP11-719N9.1,HGNC:12695; HGNC:16709; HGNC:23571; ASCTB-TEMP:ctc-535m15-2; ASCTB-TEMP:rp11-719n9-1,https://doi.org/10.1101/2022.10.12.511898
allen-brain,330,hippocampal formation,http://purl.obolibrary.org/obo/UBERON_0002421,CA13_183 hippocampal CA1-3 neuron (Hsap),PCL:0051184,ABCA13,1,ABCA13; CASC6; AC004538.3; RP11-60A8.1,HGNC:14638; HGNC:49076; ASCTB-TEMP:ac004538-3; ASCTB-TEMP:rp11-60a8-1,https://doi.org/10.1101/2022.10.12.511898
allen-brain,340,hippocampal formation,http://purl.obolibrary.org/obo/UBERON_0002421,CA4_193 hippocampal CA4 neuron (Hsap),PCL:0051194,HHIP,1,HHIP; SCGN; SLC47A1; XACT,HGNC:14866; HGNC:16941; HGNC:25588; HGNC:45056,https://doi.org/10.1101/2022.10.12.511898
allen-brain,310,amygdaloid complex,https://purl.org/ccf/ASCTB-TEMP_amygdaloid-complex,CA13_163 hippocampal CA1-3 neuron (Hsap),PCL:0051164,POSTN,1,POSTN; AC004862.6,HGNC:16953; ASCTB-TEMP:ac004862-6,https://doi.org/10.1101/2022.10.12.511898
allen-brain,338,hippocampal formation,http://purl.obolibrary.org/obo/UBERON_0002421,CA4_191 hippocampal CA4 neuron (Hsap),PCL:0051192,ST18,1,ST18; NTS,HGNC:18695; HGNC:8038,https://doi.org/10.1101/2022.10.12.511898
allen-brain,335,hippocampal formation,http://purl.obolibrary.org/obo/UBERON_0002421,CA13_188 hippocampal CA1-3 neuron (Hsap),PCL:0051189,CCBE1,1,COL24A1; CCBE1; CTXND1; LINC02055,HGNC:20821; HGNC:29426; HGNC:50507; HGNC:52895,https://doi.org/10.1101/2022.10.12.511898
allen-brain,323,hippocampal formation,http://purl.obolibrary.org/obo/UBERON_0002421,Misc_176 neuron (Hsap),PCL:0051177,COBLL1,1,CARM1P1; COBLL1; FREM2; RP11-719N9.1,HGNC:23392; HGNC:23571; HGNC:25396; ASCTB-TEMP:rp11-719n9-1,https://doi.org/10.1101/2022.10.12.511898
allen-brain,315,cerebral cortex,http://purl.obolibrary.org/obo/UBERON_0000956,Misc_168 cerebral cortex neuron (Hsap),PCL:0051169,DCN,1,DCN; SCHLAP1,HGNC:2705; HGNC:48603,https://doi.org/10.1101/2022.10.12.511898
allen-brain,446,gray matter of hindbrain,http://purl.obolibrary.org/obo/UBERON_0019263,CBI_299 cerebellar inhibitory GABAergic interneuron (Hsap),PCL:0051300,IGF2BP2,1,SLC6A5; FNDC1; IGF2BP2,HGNC:11051; HGNC:21184; HGNC:28867,https://doi.org/10.1101/2022.10.12.511898
allen-brain,486,pons,http://purl.obolibrary.org/obo/UBERON_0000988,Splat_339 neuron (Hsap),PCL:0051340,MEIS1,1,SLC6A5; LINC01798; MEIS1,HGNC:11051; HGNC:52588; HGNC:7000,https://doi.org/10.1101/2022.10.12.511898
allen-brain,487,brain,http://purl.obolibrary.org/obo/UBERON_0000955,Splat_340 neuron (Hsap),PCL:0051341,ONECUT1,1,LHX9; ONECUT1; LINC01798,HGNC:14222; HGNC:8138; HGNC:52588,https://doi.org/10.1101/2022.10.12.511898
allen-brain,439,cerebral cortex,http://purl.obolibrary.org/obo/UBERON_0000956,CGE_292 VIP GABAergic cortical interneuron (Hsap),PCL:0051293,NPR3,1,PPP1R1C; CRH; NPR3; RP11-197H3.1,HGNC:14940; HGNC:2355; HGNC:7945; ASCTB-TEMP:rp11-197h3-1,https://doi.org/10.1101/2022.10.12.511898
allen-brain,488,pons,http://purl.obolibrary.org/obo/UBERON_0000988,Splat_341 neuron (Hsap),PCL:0051342,EBF2,1,EBF3; EBF2; LINC01036,HGNC:19087; HGNC:19090; HGNC:49024,https://doi.org/10.1101/2022.10.12.511898
allen-brain,490,medulla oblongata,http://purl.obolibrary.org/obo/UBERON_0001896,Splat_343 neuron (Hsap),PCL:0051344,EBF2,1,EBF2; CASZ1; HOXB3,HGNC:19090; HGNC:26002; HGNC:5114,https://doi.org/10.1101/2022.10.12.511898
allen-brain,483,midbrain,http://purl.obolibrary.org/obo/UBERON_0001891,Splat_336 neuron (Hsap),PCL:0051337,ONECUT1,1,FAM83B; ONECUT1,HGNC:21357; HGNC:8138,https://doi.org/10.1101/2022.10.12.511898
allen-brain,484,brain,http://purl.obolibrary.org/obo/UBERON_0000955,Splat_337 neuron (Hsap),PCL:0051338,ONECUT1,1,TAFA4; LINC03122; ONECUT1,HGNC:21591; HGNC:26744; HGNC:8138,https://doi.org/10.1101/2022.10.12.511898
allen-brain,503,brain,http://purl.obolibrary.org/obo/UBERON_0000955,Splat_356 neuron (Hsap),PCL:0051357,GATA3,1,GATA3; SATB1-AS1; CTC-535M15.2,HGNC:4172; HGNC:50687; ASCTB-TEMP:ctc-535m15-2,https://doi.org/10.1101/2022.10.12.511898
allen-brain,440,gray matter of forebrain,http://purl.obolibrary.org/obo/UBERON_0019264,CGE_293 VIP GABAergic cortical interneuron (Hsap),PCL:0051294,IQGAP2,1,HS3ST3A1; IQGAP2; RP11-197H3.1,HGNC:5196; HGNC:6111; ASCTB-TEMP:rp11-197h3-1,https://doi.org/10.1101/2022.10.12.511898
allen-brain,288,cerebral cortex,http://purl.obolibrary.org/obo/UBERON_0000956,DLIT_141 intratelencephalic-projecting glutamatergic cortical neuron (Hsap),PCL:0051142,NPNT,1,RORB; NPNT; RP11-320L2.1; RP11-511B7.2,HGNC:10259; HGNC:27405; ASCTB-TEMP:rp11-320l2-1; ASCTB-TEMP:rp11-511b7-2,https://doi.org/10.1101/2022.10.12.511898
allen-brain,298,gray matter of forebrain,http://purl.obolibrary.org/obo/UBERON_0019264,DLIT_151 intratelencephalic-projecting glutamatergic cortical neuron (Hsap),PCL:0051152,ATP10A,1,ATP10A; RP11-81F8.1,HGNC:13542; ASCTB-TEMP:rp11-81f8-1,https://doi.org/10.1101/2022.10.12.511898
allen-brain,306,gray matter of forebrain,http://purl.obolibrary.org/obo/UBERON_0019264,Amex_159 amygdala excitatory neuron (Hsap),PCL:0051160,POSTN,1,CALCRL; POSTN; LINC01821,HGNC:16709; HGNC:16953; HGNC:52626,https://doi.org/10.1101/2022.10.12.511898
allen-brain,301,gray matter of forebrain,http://purl.obolibrary.org/obo/UBERON_0019264,Amex_154 amygdala excitatory neuron (Hsap),PCL:0051155,PTGER3,1,DCSTAMP; PTGER3; RP11-33A14.1; RP11-412K20.1,HGNC:18549; HGNC:9595; ASCTB-TEMP:rp11-33a14-1; ASCTB-TEMP:rp11-412k20-1,https://doi.org/10.1101/2022.10.12.511898
allen-brain,290,gray matter of forebrain,http://purl.obolibrary.org/obo/UBERON_0019264,DLIT_143 intratelencephalic-projecting glutamatergic cortical neuron (Hsap),PCL:0051144,CMTM8,1,CMTM8; LINC01821; AC005150.1,HGNC:19179; HGNC:52626; ASCTB-TEMP:ac005150-1,https://doi.org/10.1101/2022.10.12.511898
allen-brain,289,cerebral cortex,http://purl.obolibrary.org/obo/UBERON_0000956,DLIT_142 intratelencephalic-projecting glutamatergic cortical neuron (Hsap),PCL:0051143,THEMIS,1,THEMIS; CTC-535M15.2; CTD-2195H9.1,HGNC:21569; ASCTB-TEMP:ctc-535m15-2; ASCTB-TEMP:ctd-2195h9-1,https://doi.org/10.1101/2022.10.12.511898
allen-brain,296,cerebral cortex,http://purl.obolibrary.org/obo/UBERON_0000956,DLIT_149 intratelencephalic-projecting glutamatergic cortical neuron (Hsap),PCL:0051150,THEMIS,1,THEMIS; TESPA1; LINC00343; CTD-2050E21.2; RP11-191L9.4,HGNC:21569; HGNC:29109; HGNC:42500; ASCTB-TEMP:ctd-2050e21-2; ASCTB-TEMP:rp11-191l9-4,https://doi.org/10.1101/2022.10.12.511898
allen-brain,295,gray matter of forebrain,http://purl.obolibrary.org/obo/UBERON_0019264,DLIT_148 intratelencephalic-projecting glutamatergic cortical neuron (Hsap),PCL:0051149,POU6F2,1,POU6F2; ADAMTS3; MCUB,HGNC:21694; HGNC:219; HGNC:26076,https://doi.org/10.1101/2022.10.12.511898
allen-brain,307,amygdaloid complex,https://purl.org/ccf/ASCTB-TEMP_amygdaloid-complex,Amex_160 amygdala excitatory neuron (Hsap),PCL:0051161,PTGER3,1,PLEKHG4B; NPFFR2; MSC-AS1; PTGER3,HGNC:29399; HGNC:4525; HGNC:48724; HGNC:9595,https://doi.org/10.1101/2022.10.12.511898
allen-brain,240,cerebral cortex,http://purl.obolibrary.org/obo/UBERON_0000956,DLNP_93 near-projecting glutamatergic cortical neuron (Hsap),PCL:0051094,ROR1,1,ROR1; IFNG-AS1; NXPH2; CTB-57H20.1,HGNC:10256; HGNC:43910; HGNC:8076; ASCTB-TEMP:ctb-57h20-1,https://doi.org/10.1101/2022.10.12.511898
allen-brain,226,basal forebrain,http://purl.obolibrary.org/obo/UBERON_0002743,Chrp_79 choroid plexus epithelial cell (Hsap),PCL:0051080,ABCA4,1,ABCA4; TRPV4; POU2AF1,HGNC:34; HGNC:18083; HGNC:9211,https://doi.org/10.1101/2022.10.12.511898
allen-brain,229,brain,http://purl.obolibrary.org/obo/UBERON_0000955,Chrp_82 choroid plexus epithelial cell (Hsap),PCL:0051083,GPNMB,1,TTR; GPNMB,HGNC:12405; HGNC:4462,https://doi.org/10.1101/2022.10.12.511898
allen-brain,245,gray matter of forebrain,http://purl.obolibrary.org/obo/UBERON_0019264,DLCT6b_98 glutamatergic neuron (Hsap),PCL:0051099,ERG,1,CDH24; ERG; IL15,HGNC:14265; HGNC:3446; HGNC:5977,https://doi.org/10.1101/2022.10.12.511898
allen-brain,235,cerebral cortex,http://purl.obolibrary.org/obo/UBERON_0000956,DLNP_88 near-projecting glutamatergic cortical neuron (Hsap),PCL:0051089,CD36,1,CD36; NPSR1; IFNG-AS1; RP11-421N8.3,HGNC:1663; HGNC:23631; HGNC:43910; ASCTB-TEMP:rp11-421n8-3,https://doi.org/10.1101/2022.10.12.511898
allen-brain,231,hippocampal formation,http://purl.obolibrary.org/obo/UBERON_0002421,DLCT6b_84 glutamatergic neuron (Hsap),PCL:0051085,POSTN,1,POSTN; NPSR1-AS1; SLC9C1,HGNC:16953; HGNC:22128; HGNC:31401,https://doi.org/10.1101/2022.10.12.511898
allen-brain,433,gray matter of forebrain,http://purl.obolibrary.org/obo/UBERON_0019264,CGE_286 lamp5 GABAergic cortical interneuron (Hsap),PCL:0051287,CXCL14,1,CXCL14; NDNF; NMBR,HGNC:10640; HGNC:26256; HGNC:7843,https://doi.org/10.1101/2022.10.12.511898
allen-brain,193,brain,http://purl.obolibrary.org/obo/UBERON_0000955,Oligo_46 oligodendrocyte (Hsap),PCL:0051047,RNASE1,1,RNASE1; CNDP1; LINC01608,HGNC:10044; HGNC:20675; HGNC:51662,https://doi.org/10.1101/2022.10.12.511898
allen-brain,205,cerebral cortex,http://purl.obolibrary.org/obo/UBERON_0000956,Astro_58 astrocyte (Hsap),PCL:0051059,ID3,1,FGFR3; LINC00499; ID3,HGNC:3690; HGNC:43436; HGNC:5362,https://doi.org/10.1101/2022.10.12.511898
allen-brain,191,brain,http://purl.obolibrary.org/obo/UBERON_0000955,Oligo_44 oligodendrocyte (Hsap),PCL:0051045,ANLN,1,TF; ANLN; SLC5A11; CARNS1; MOBP,HGNC:11740; HGNC:14082; HGNC:23091; HGNC:29268; HGNC:7189,https://doi.org/10.1101/2022.10.12.511898
allen-brain,196,brain,http://purl.obolibrary.org/obo/UBERON_0000955,Oligo_49 oligodendrocyte (Hsap),PCL:0051050,CRYAB,1,TF; SLC5A11; CRYAB; CARNS1; AC084149.2,HGNC:11740; HGNC:23091; HGNC:2389; HGNC:29268; ASCTB-TEMP:ac084149-2,https://doi.org/10.1101/2022.10.12.511898
allen-brain,206,brain,http://purl.obolibrary.org/obo/UBERON_0000955,Astro_59 astrocyte (Hsap),PCL:0051060,ITPRID1,1,HPSE2; LGR6; ITPRID1; OBI1-AS1,HGNC:18374; HGNC:19719; HGNC:27363; HGNC:42700,https://doi.org/10.1101/2022.10.12.511898
allen-brain,215,brain,http://purl.obolibrary.org/obo/UBERON_0000955,Epen_68 ependymal cell (Hsap),PCL:0051069,CRIP1,1,CAPS; CRIP1; OR2B4P,HGNC:1487; HGNC:2360; HGNC:8239,https://doi.org/10.1101/2022.10.12.511898
allen-brain,209,brain,http://purl.obolibrary.org/obo/UBERON_0000955,Astro_62 astrocyte (Hsap),PCL:0051063,APOE,1,APOE; TNC; LINC00836,HGNC:613; HGNC:5318; HGNC:44915,https://doi.org/10.1101/2022.10.12.511898
allen-brain,208,brain,http://purl.obolibrary.org/obo/UBERON_0000955,Astro_61 astrocyte (Hsap),PCL:0051062,AQP1,1,AQP1; GFAP; RP11-259K15.2,HGNC:633; HGNC:4235; ASCTB-TEMP:rp11-259k15-2,https://doi.org/10.1101/2022.10.12.511898
allen-brain,210,brain,http://purl.obolibrary.org/obo/UBERON_0000955,Astro_63 astrocyte (Hsap),PCL:0051064,CRYAB,1,CRYAB; GFAP,HGNC:2389; HGNC:4235,https://doi.org/10.1101/2022.10.12.511898
allen-brain,203,brain,http://purl.obolibrary.org/obo/UBERON_0000955,Astro_56 astrocyte (Hsap),PCL:0051057,GPC5,1,TNC; OBI1-AS1; GPC5,HGNC:5318; HGNC:42700; HGNC:4453,https://doi.org/10.1101/2022.10.12.511898
allen-brain,198,cerebellum,http://purl.obolibrary.org/obo/UBERON_0002037,Bgl_51 Bergmann glial cell (Hsap),PCL:0051052,LAMA2,1,LINC01727; LAMA2,HGNC:52515; HGNC:6482,https://doi.org/10.1101/2022.10.12.511898
allen-brain,464,pons,http://purl.obolibrary.org/obo/UBERON_0000988,LRL_317 neuron (Hsap),PCL:0051318,BMP5,1,BMP5; LINC00836; RP11-321P16.3; RP11-46H14.1,HGNC:1072; HGNC:44915; ASCTB-TEMP:rp11-321p16-3; ASCTB-TEMP:rp11-46h14-1,https://doi.org/10.1101/2022.10.12.511898
allen-brain,476,hypothalamus,http://purl.obolibrary.org/obo/UBERON_0001898,Mmb_329 mammillary body neuron (Hsap),PCL:0051330,FBXL7,1,SIM1; FBXL7; LINC02196; PRLR,HGNC:10882; HGNC:13604; HGNC:53062; HGNC:9446,https://doi.org/10.1101/2022.10.12.511898
allen-brain,467,pons,http://purl.obolibrary.org/obo/UBERON_0000988,LRL_320 neuron (Hsap),PCL:0051321,SYT10,1,TINAG; SYT10; THSD7B,HGNC:14599; HGNC:19266; HGNC:29348,https://doi.org/10.1101/2022.10.12.511898
allen-brain,456,gray matter of hindbrain,http://purl.obolibrary.org/obo/UBERON_0019263,URL_309 neuron (Hsap),PCL:0051310,ABCA13,1,ABCA13; RP11-340A13.4,HGNC:14638; ASCTB-TEMP:rp11-340a13-4,https://doi.org/10.1101/2022.10.12.511898
allen-brain,453,cerebellum,http://purl.obolibrary.org/obo/UBERON_0002037,CBI_306 cerebellar inhibitory GABAergic interneuron (Hsap),PCL:0051307,PTPRK,1,SCGN; MARCHF11; PTPRK,HGNC:16941; HGNC:33609; HGNC:9674,https://doi.org/10.1101/2022.10.12.511898
allen-brain,454,gray matter of hindbrain,http://purl.obolibrary.org/obo/UBERON_0019263,CBI_307 cerebellar inhibitory GABAergic interneuron (Hsap),PCL:0051308,VCAN,1,SCGN; NXPH1; VCAN; LINC02552,HGNC:16941; HGNC:20693; HGNC:2464; HGNC:53587,https://doi.org/10.1101/2022.10.12.511898
allen-brain,450,cerebellum,http://purl.obolibrary.org/obo/UBERON_0002037,CBI_303 cerebellar inhibitory GABAergic interneuron (Hsap),PCL:0051304,LYPD6,1,LYPD6; RP11-265I24.1,HGNC:28751; ASCTB-TEMP:rp11-265i24-1,https://doi.org/10.1101/2022.10.12.511898
allen-brain,457,gray matter of hindbrain,http://purl.obolibrary.org/obo/UBERON_0019263,URL_310 cerebellar granule cell (Hsap),PCL:0051311,RELN,1,RELN; RP11-649A16.1; RP11-81F8.1; RP11-97F8.2,HGNC:9957; ASCTB-TEMP:rp11-649a16-1; ASCTB-TEMP:rp11-81f8-1; ASCTB-TEMP:rp11-97f8-2,https://doi.org/10.1101/2022.10.12.511898
allen-brain,713,primary motor cortex,http://purl.obolibrary.org/obo/UBERON_0001384,Exc L5-6 FEZF2 CFTR primary motor cortex glutamatergic neuron (Hsap),PCL:0015107,SEMA3D,1,SEMA3D; NR4A2,HGNC:10726; HGNC:7981,https://doi.org/10.1038/s41586-021-03465-8
allen-brain,703,primary motor cortex,http://purl.obolibrary.org/obo/UBERON_0001384,Exc L5-6 THEMIS SMYD1 primary motor cortex glutamatergic neuron (Hsap),PCL:0015097,ATP10A,1,TRPC5; ATP10A,HGNC:12337; HGNC:13542,https://doi.org/10.1038/s41586-021-03465-8
allen-brain,732,primary motor cortex,http://purl.obolibrary.org/obo/UBERON_0001384,Endo L2-5 NOSTRIN SRGN primary motor cortex endothelial cell (Hsap),PCL:0015125,CLDN5,1,CLDN5,HGNC:2047,https://doi.org/10.1038/s41586-021-03465-8
allen-brain,706,primary motor cortex,http://purl.obolibrary.org/obo/UBERON_0001384,Exc L5 THEMIS RGPD6 primary motor cortex glutamatergic neuron (Hsap),PCL:0015100,THEMIS,1,DDR2; THEMIS,HGNC:2731; HGNC:21569,https://doi.org/10.1038/s41586-021-03465-8
allen-brain,716,primary motor cortex,http://purl.obolibrary.org/obo/UBERON_0001384,Exc L5 FEZF2 CSN1S1 primary motor cortex glutamatergic neuron (Hsap),PCL:0015110,VAT1L,1,OPN4; VAT1L,HGNC:14449; HGNC:29315,https://doi.org/10.1038/s41586-021-03465-8
